"ConPhylum","Intercept2","Slope2","E2","TempPref","Intercept","Slope","E","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","Author","Temp","arrhenius_tmp","lograte"
"185","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Ceratium fusus","Ceratium","Ceratiaceae","Gonyaulacales","Dinophyceae","Phytoplankton",6.13e-06,"s^-1",26,"Celsius",1.14e-13,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",299.15,38.7796358824869,-12.0023158080162
"186","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Gymnodinium catenatum","Gymnodinium","Gymnodiniaceae","Gymnodiniales","Dinophyceae","Phytoplankton",4.28e-06,"s^-1",22.5,"Celsius",4.52e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",295.65,39.238721712315,-12.3615575483706
"187","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Alexandrium ostenfeldii","Alexandrium","Goniodomataceae","Gonyaulacales","Dinophyceae","Phytoplankton",2.55e-06,"s^-1",20.3,"Celsius",2.04e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",293.45,39.5328951243685,-12.8794171987939
"188","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Scrippsiella trochoidea","Scrippsiella","Peridiniaceae","Peridiniales","Dinophyceae","Phytoplankton",5.44e-06,"s^-1",16.5,"Celsius",8.47e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",289.65,40.0515383195096,-12.1217314970964
"189","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Gymnodinium breve","Gymnodinium","Kareniaceae","Gymnodiniales","Dinophyceae","Phytoplankton",2.55e-06,"s^-1",25,"Celsius",6.03e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-12.8794171987939
"190","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Prorocentrum gracile","Prorocentrum","Prorocentraceae","Prorocentrales","Dinophyceae","Phytoplankton",7.41e-06,"s^-1",18,"Celsius",2.36e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",291.15,39.845193454391,-11.8126801186563
"191","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Calciodinellum albatrosianum","Calciodinellum","Peridiniaceae","Peridiniales","Dinophyceae","Phytoplankton",2.2e-06,"s^-1",28.6,"Celsius",1.26e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",301.75,38.4454948607985,-13.0270531976
"192","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Amphidinium klebsii","Amphidinium","Gymnodiniaceae","Gymnodiniales","Dinophyceae","Phytoplankton",4.28e-06,"s^-1",27,"Celsius",1.11e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.15,38.6504350299715,-12.3615575483706
"193","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Thermobaculum terrenum","Thermobaculum",NA,NA,NA,"Bacteria",1.84e-06,"s^-1",70.833,"Celsius",2.56e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","396, 555, 5385, 12331, 13922, 15067, 18701, 18707, 18718, 18723","Madin",343.983,33.7252947798174,-13.2057449863434
"194","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Coolia monotis","Coolia","Ostreopsidaceae","Peridiniales","Dinophyceae","Phytoplankton",2.31e-06,"s^-1",29,"Celsius",1.66e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",302.15,38.3945989549758,-12.9782630334306
"195","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Leonella granifera","Leonella","Dinophyceae incertae sedis","Dinophyceae incertae sedis","Dinophyceae","Phytoplankton",4.63e-06,"s^-1",28,"Celsius",5.24e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",301.15,38.5220922272819,-12.2829536898661
"196","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Prorocentrum concavum","Prorocentrum","Prorocentraceae","Prorocentrales","Dinophyceae","Phytoplankton",2.2e-06,"s^-1",27,"Celsius",6.87e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.15,38.6504350299715,-13.0270531976
"197","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Prorocentrum mexicanum","Prorocentrum","Prorocentraceae","Prorocentrales","Dinophyceae","Phytoplankton",1.97e-06,"s^-1",27,"Celsius",7.14e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.15,38.6504350299715,-13.1374770152144
"198","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Ceratium furca","Ceratium","Ceratiaceae","Gonyaulacales","Dinophyceae","Phytoplankton",6.71e-06,"s^-1",24,"Celsius",1.26e-13,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",297.15,39.0406463881741,-11.9119116069807
"199","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Prorocentrum micans","Prorocentrum","Prorocentraceae","Prorocentrales","Dinophyceae","Phytoplankton",6.37e-06,"s^-1",25,"Celsius",1.63e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-11.9639110883802
"200","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Alexandrium tamarense","Alexandrium","Gonyaulacaceae","Gonyaulacales","Dinophyceae","Phytoplankton",3.69e-06,"s^-1",20,"Celsius",8.84e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",293.15,39.5733517797917,-12.5098840999118
"201","Others",-18.9602751761462,0.166630060715968,0.166630060715968,"Thermophile",-17.52835837,0.129222082,0.129222082,"Prorocentrum lima","Prorocentrum","Prorocentraceae","Prorocentrales","Dinophyceae","Phytoplankton",2.43e-06,"s^-1",27,"Celsius",2.36e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.15,38.6504350299715,-12.9276193006118
"202","Planctomycetes",-11.4176152851659,NA,NA,"Thermophile",-16.57727998,0.139514489,0.139514489,"Isosphaera pallida","Isosphaera","Planctomycetaceae","Planctomycetales","Planctomycea","Bacteria",1.1e-05,"s^-1",40.5327,"Celsius",1.12e-17,"m^3","https://link.springer.com/article/10.1007/BF00463488",NA,"Hira",313.6827,36.9830024870544,-11.4176152851659
"203","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Desulfuromonas michiganensis","Desulfuromonas","Desulfuromonadaceae","Desulfuromonadales","Deltaproteobacteria","Bacteria",0.00021665,"s^-1",79.3778,"Celsius",1.63e-19,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/65/5/1686_ijs000159.pdf?expires=1526902904&id=id&accname=guest&checksum=44CE48144AF9CF34C5D264FA58575AB5",NA,"Hira",352.5278,32.9078389682911,-8.43722740977836
"204","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Hydrogenimonas thermophila","Hydrogenimonas",NA,"Campylobacterales","Epsilonproteobacteria","Bacteria",1.47e-05,"s^-1",55,"Celsius",1.26e-18,"m^3","corkrey, fierer, gold","229, 2054, 12331","Madin",328.15,35.3525158441138,-11.1276630641796
"205","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Acidithiobacillus caldus","Acidithiobacillus","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Bacteria",1.36e-05,"s^-1",45.5,"Celsius",5.52e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","254, 555, 5114, 7616, 8184, 12331, 12349, 15492, 17288, 18701, 18707, 18718, 18782, 18723","Madin",318.65,36.4064901121793,-11.2054407652223
"206","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Desulfomicrobium thermophilum","Desulfomicrobium","Desulfomicrobiaceae","Desulfovibrionales","Deltaproteobacteria","Bacteria",7.23e-06,"s^-1",55,"Celsius",8.72e-19,"m^3","corkrey, engqvist, gold","480, 555, 12331","Madin",328.15,35.3525158441138,-11.8372715217936
"207","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Hydrogenophilus islandicus","Hydrogenophilus","Hydrogenophilaceae","Hydrogenophilales","Hydrogenophilalia","Bacteria",1.32e-06,"s^-1",55,"Celsius",3.1e-19,"m^3","corkrey, engqvist, fierer, gold","166, 555, 2060, 12331","Madin",328.15,35.3525158441138,-13.537878821366
"208","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Caminibacter profundus","Caminibacter","Nautiliaceae","Nautiliales","Epsilonproteobacteria","Bacteria",2.54e-05,"s^-1",55,"Celsius",2.32e-19,"m^3","corkrey, engqvist, fierer, gold","9, 555, 1202, 12331","Madin",328.15,35.3525158441138,-10.5807613839398
"209","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Sulfurivirga caldicuralii","Sulfurivirga","Piscirickettsiaceae","Thiotrichales","Gammaproteobacteria","Bacteria",1.93e-05,"s^-1",52.5,"Celsius",2.94e-19,"m^3","bacdive-microa, corkrey, engqvist, fierer, gold","1, 80, 555, 4094, 12331","Madin",325.65,35.6239154744233,-10.8554054620534
"210","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Thiofaba tepidiphila","Thiofaba","Halothiobacillaceae","Chromatiales","Gammaproteobacteria","Bacteria",2.08e-05,"s^-1",45,"Celsius",7.12e-20,"m^3","bacdive-microa, corkrey, engqvist, fierer, gold","1, 79, 555, 4217, 12331","Madin",318.15,36.4637060325191,-10.780557571257
"211","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Nautilia nitratireducens","Nautilia","Nautiliaceae","Nautiliales","Epsilonproteobacteria","Bacteria",1.43e-05,"s^-1",55,"Celsius",1.66e-19,"m^3","corkrey, fierer, gold","182, 2827, 12331","Madin",328.15,35.3525158441138,-11.1552510206984
"212","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Lebetimonas acidiphila","Lebetimonas","Nautiliaceae","Nautiliales","Epsilonproteobacteria","Bacteria",1.13e-05,"s^-1",50,"Celsius",6.8e-19,"m^3","corkrey, engqvist, fierer, gold","212, 555, 2274, 12331","Madin",323.15,35.8995143872689,-11.390707832246
"213","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Nautilia profundicola","Nautilia","Nautiliaceae","Nautiliales","Epsilonproteobacteria","Bacteria",4.63e-06,"s^-1",42.5,"Celsius",2.12e-20,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","185, 555, 2828, 4747, 12331, 13392, 14899, 18701, 18707, 18718, 18723","Madin",315.65,36.7525045913066,-12.2829536898661
"214","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Caminibacter mediatlanticus","Caminibacter","Nautiliaceae","Nautiliales","Epsilonproteobacteria","Bacteria",2.05e-05,"s^-1",55,"Celsius",5.52e-19,"m^3","corkrey, engqvist, fierer, gold, microbe-directory, patric, protraits","9, 555, 1201, 12331, 18701, 18707, 18718","Madin",328.15,35.3525158441138,-10.7950856718199
"215","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Nautilia abyssi","Nautilia","Nautiliaceae","Nautiliales","Epsilonproteobacteria","Bacteria",6.17e-06,"s^-1",60,"Celsius",1.84e-19,"m^3","corkrey, engqvist, fierer, gold","478, 555, 2826, 12331","Madin",333.15,34.8219362876961,-11.995811720047
"216","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Porphyrobacter cryptus","Porphyrobacter","Erythrobacteraceae","Sphingomonadales","Alphaproteobacteria","Bacteria",2.76e-05,"s^-1",50,"Celsius",8.21e-19,"m^3","corkrey, engqvist, gold, pasteur, protraits","275, 555, 12331, 18718","Madin",323.15,35.8995143872689,-10.4976947852412
"217","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Nitratiruptor tergarcus","Nitratiruptor",NA,NA,"Epsilonproteobacteria","Bacteria",1.17e-05,"s^-1",55,"Celsius",1.12e-18,"m^3","corkrey, engqvist, fierer, gold","433, 555, 2863, 12331","Madin",328.15,35.3525158441138,-11.3559217161606
"218","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Pseudomonas thermotolerans","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Bacteria",5.02e-05,"s^-1",47,"Celsius",2.53e-19,"m^3","corkrey, engqvist, gold, microbe-directory, pasteur, patric","402, 555, 12331, 18701, 18707","Madin",320.15,36.2359146470278,-9.89949553126659
"219","Proteobacteria",5.53905351549952,-0.464696638668628,0.464696638668628,"Thermophile",-10.34272764,-0.003106381,0.003106381,"Pseudoxanthomonas taiwanensis","Pseudoxanthomonas","Xanthomonadaceae","Xanthomonadales","Gammaproteobacteria","Bacteria",0.0001302,"s^-1",50.1388,"Celsius",2.96e-19,"m^3","https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Xanthomonadaceae&f=false","pg. 63 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria","Hira",323.2888,35.8841013800847,-8.94643882818981
"220","Spirochaetes",-11.886891906019,NA,NA,"Thermophile",-8.572637745,-0.085883371,0.085883371,"Exilispira thermophila","Exilispira",NA,"Spirochaetales","Spirochaetia","Bacteria",6.88e-06,"s^-1",50,"Celsius",1.07e-18,"m^3","corkrey, fierer, gold","99, 1662, 12331","Madin",323.15,35.8995143872689,-11.886891906019
"221","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Micrasterias americana","Micrasterias","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",1.74e-06,"s^-1",20,"Celsius",1.58e-12,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",293.15,39.5733517797917,-13.2616254447378
"222","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Staurastrum cingulum","Staurastrum","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",7.64e-06,"s^-1",30,"Celsius",6.4e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",303.15,38.2679468060232,-11.7821129547858
"223","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Cosmarium abbreviatum","Cosmarium","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",5.79e-06,"s^-1",25,"Celsius",3.7e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-12.0593782663794
"224","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Staurodesmus cuspidatus","Staurodesmus","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",4.63e-06,"s^-1",25,"Celsius",5.1e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-12.2829536898661
"225","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Closterium acutum","Closterium","Closteriaceae","Zygnematales","Zygnematophyceae","Phytoplankton",1.33e-05,"s^-1",30,"Celsius",9e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",303.15,38.2679468060232,-11.2277465227366
"226","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Closterium limneticum","Closterium","Closteriaceae","Zygnematales","Zygnematophyceae","Phytoplankton",8.8e-06,"s^-1",30,"Celsius",5.23e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",303.15,38.2679468060232,-11.6407588364801
"227","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Staurastrum planctonicum","Staurastrum","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",9.84e-06,"s^-1",30,"Celsius",7.8e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",303.15,38.2679468060232,-11.5290548469001
"228","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Staurastrum chaetoceras","Staurastrum","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",9.95e-06,"s^-1",28,"Celsius",4.6e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",301.15,38.5220922272819,-11.5179380067938
"229","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Cosmarium biretum","Cosmarium","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",4.28e-06,"s^-1",30,"Celsius",2.2e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",303.15,38.2679468060232,-12.3615575483706
"230","Streptophyta",17.3265071073463,-0.759532215969844,0.759532215969844,"Thermophile",17.32650711,-0.759532216,0.759532216,"Cosmarium crenatum","Cosmarium","Desmidiaceae","Zygnematales","Zygnematophyceae","Phytoplankton",3.07e-06,"s^-1",21,"Celsius",9.38e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",294.15,39.4388171825461,-12.6938329963652
