GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,ConPhylum,Superkingdom,GrowthRate,RateUnit,OptimumTemp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes
Natrinema pellirubrum,Natrinema,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,0.00018399,s^-1,51.2078,Celsius,1.55E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.126
Natronobacterium gregoryi,Natronobacterium,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,0.00017693,s^-1,47.1046,Celsius,3.81E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
Natronococcus occultus,Natronococcus,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,0.00015488,s^-1,45.1336,Celsius,2.36E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
Natronomonas pharaonis,Natronomonas,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,0.0001776,s^-1,45.0786,Celsius,1.12E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.120
Natronovirga wadinatrunensis,Natronovirga,Natranaerobiaceae,Natranaerobiales,Clostridia,Firmicutes,Bacteria,1.12E-05,s^-1,51.5,Celsius,5.77E-19,m^3,"corkrey, engqvist, fierer, gold","157, 555, 2812, 2823, 12331"
Nautilia abyssi,Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,6.17E-06,s^-1,60,Celsius,1.84E-19,m^3,"corkrey, engqvist, fierer, gold","478, 555, 2826, 12331"
Nautilia nitratireducens,Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,1.43E-05,s^-1,55,Celsius,1.66E-19,m^3,"corkrey, fierer, gold","182, 2827, 12331"
Nautilia profundicola,Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,4.63E-06,s^-1,42.5,Celsius,2.12E-20,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","185, 555, 2828, 4747, 12331, 13392, 14899, 18701, 18707, 18718, 18723"
Navicula arenaria,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Phytoplankton,1.16E-05,s^-1,16,Celsius,4.16E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Nisaea denitrificans,Nisaea,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,3.63E-05,s^-1,30,Celsius,1.40E-18,m^3,"corkrey, engqvist, fierer, gold, pasteur, protraits","374, 555, 2862, 12331, 18718"
Nitratifractor salsuginis,Nitratifractor,NA,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,3.27E-05,s^-1,37.2,Celsius,6.50E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","433, 555, 2863, 5293, 12331, 13404, 15322, 18701, 18707, 18718, 18723"
Nitratiruptor tergarcus,Nitratiruptor,NA,NA,Epsilonproteobacteria,Proteobacteria,Bacteria,1.17E-05,s^-1,55,Celsius,1.12E-18,m^3,"corkrey, engqvist, fierer, gold","433, 555, 2863, 12331"
Nitrosomonas europaea,Nitrosomonas,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria,2.48E-05,s^-1,25,Celsius,7.32E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4599, 12331, 13412, 14180, 18701, 18707, 18718, 18723, 18909"
Nitzschia dissipata,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Phytoplankton,2.03E-05,s^-1,25,Celsius,2.43E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Nitzschia granii,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Phytoplankton,1.10E-05,s^-1,14,Celsius,4.25E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Nitzschia seriata,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Phytoplankton,6.60E-06,s^-1,10,Celsius,6.17E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Nitzschia sigma,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Phytoplankton,4.98E-06,s^-1,25,Celsius,3.30E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Oceanotoga teriensis,Oceanotoga,Thermotogaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria,3.33E-06,s^-1,56.5,Celsius,9.94E-19,m^3,"corkrey, fierer, gold","58, 3008, 12331"
Odontella aurita,Odontella,Biddulphiaceae,Biddulphiales,Mediophyceae,Bacillariophyta,Phytoplankton,1.11E-05,s^-1,12,Celsius,1.25E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Odontella mobilensis,Odontella,Triceratiaceae,Triceratiales,Bacillariophyceae,Bacillariophyta,Phytoplankton,1.56E-05,s^-1,27,Celsius,2.77E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Odontella sinensis,Odontella,Triceratiaceae,Triceratiales,Bacillariophyceae,Bacillariophyta,Phytoplankton,9.30E-06,s^-1,30,Celsius,3.28E-13,M^3,http://www.esapubs.org/archive/ecol/E094/149/metadata.php,
Olisthodiscus luteus,Olisthodiscus,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Phytoplankton,1.12E-05,s^-1,25,Celsius,1.15E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Ostreopsis heptagona,Ostreopsis,Ostreopsidaceae,Peridiniales,Dinophyceae,,Phytoplankton,1.85E-06,s^-1,25,Celsius,2.00E-13,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Ostreopsis siamensis,Ostreopsis,Ostreopsidaceae,Peridiniales,Dinophyceae,,Phytoplankton,2.43E-06,s^-1,25,Celsius,6.47E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Paenibacillus anaericanus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1.62E-05,s^-1,32.5,Celsius,2.38E-18,m^3,"corkrey, engqvist, fierer, gold, pasteur, bergeys","73, 555, 1444, 12331"
Paenibacillus terrae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,2.52E-05,s^-1,32.5,Celsius,1.54E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, pasteur, protraits, rrndb","73, 555, 1444, 5694, 12331, 15571, 18701, 18718, 18723"
Palaeococcus pacificus,Palaeococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,2.73E-06,s^-1,80,Celsius,1.98E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, rrndb","349, 555, 3113, 6131, 12331, 13474, 16975, 18723"
Paraburkholderia kururiensis,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,8.38E-05,s^-1,30,Celsius,7.98E-19,m^3,"engqvist, gold, microbe-directory, pasteur, patric, bergeys","555, 12331, 18701, 18707"
Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,4.58E-05,s^-1,27.5,Celsius,2.97E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4960, 12331, 13489, 14479, 18701, 18707, 18718, 18723, 18914"
Parageobacillus toebii,Parageobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,3.46E-06,s^-1,60,Celsius,9.69E-19,m^3,"corkrey, engqvist, gold, pasteur, patric, bergeys","153, 555, 12331, 18707"
Pasteurella multocida,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,5.93E-05,s^-1,37,Celsius,1.95E-18,m^3,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","1, 555, 4562, 7799, 8073, 8582, 8796, 9053, 9233, 9386, 9538, 9642, 9776, 9849, 9956, 10008, 4576, 5584, 10914, 10923, 10961, 10973, 11009, 4607, 11783, 12331, 13497, 14100, 15629, 15675, 15951, 17078, 18701, 18707, 18718, 18723, 18915"
Pelotomaculum thermopropionicum,Pelotomaculum,Peptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1.91E-05,s^-1,55.4126,Celsius,9.19E-19,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.997
Peptoclostridium acidaminophilum,Peptoclostridium,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,8.38E-05,s^-1,30,Celsius,1.91E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb, bergeys","555, 6217, 12331, 13510, 16869, 18707, 18723"
Persephonella guaymasensis,Persephonella,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,4.18E-05,s^-1,70.088,Celsius,3.10E-19,m^3,http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2,
Persephonella marina,Persephonella,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,5.76E-05,s^-1,73.1051,Celsius,3.10E-19,m^3,http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2,
Petrotoga miotherma,Petrotoga,NA,Petrotogales,Thermotogae,Thermotogae,Bacteria,1.03E-06,s^-1,55,Celsius,1.29E-18,m^3,"corkrey, engqvist, gold","385, 555, 12331"
Petrotoga mobilis,Petrotoga,NA,Petrotogales,Thermotogae,Thermotogae,Bacteria,1.04E-06,s^-1,59,Celsius,1.21E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","226, 555, 4885, 12331, 13514, 14660, 18701, 18707, 18718, 18723, 18917"
Petrotoga olearia,Petrotoga,NA,Petrotogales,Thermotogae,Thermotogae,Bacteria,1.29E-05,s^-1,55,Celsius,2.47E-19,m^3,"corkrey, engqvist, gold","208, 555, 12331"
Phaeodactylum tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Phytoplankton,1.90E-05,s^-1,25,Celsius,7.11E-17,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Photobacterium frigidiphilum,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000179275,s^-1,14,Celsius,2.77E-18,m^3,"corkrey, engqvist, fierer, gold","270, 555, 3244, 12331"
Photobacterium profundum,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000226519,s^-1,15,Celsius,1.72E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4744, 12331, 13518, 14220, 18701, 18707, 18718, 18723, 18918"
Photorhabdus luminescens,Photorhabdus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000151488,s^-1,28.8,Celsius,2.61E-18,m^3,"engqvist, fierer, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3251, 7066, 7119, 8381, 8383, 12331, 14199, 18701, 18707, 18718, 18723, 18919"
Planktothrix agardhii,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanophyta,Bacteria,1.31E-05,s^-1,30,Celsius,1.46E-15,m^3,"Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",Saujanya’s phytoplankton data
Pontosphaera huxleyi,Pontosphaera,Noelaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Phytoplankton,1.60E-05,s^-1,20,Celsius,3.56E-17,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Porphyrobacter cryptus,Porphyrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,2.76E-05,s^-1,50,Celsius,8.21E-19,m^3,"corkrey, engqvist, gold, pasteur, protraits","275, 555, 12331, 18718"
Proboscia inermis,Proboscia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Bacillariophyta,Phytoplankton,5.09E-06,s^-1,6,Celsius,1.26E-14,m^3,http://www.esapubs.org/archive/ecol/E094/149/metadata.php,
Prochlorococcus marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,7.18E-06,s^-1,25,Celsius,1.60E-19,m^3,,
Profundimonas piezophila,Profundimonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,4.17E-06,s^-1,8.00938,Celsius,1.57E-18,m^3,http://aem.asm.org/content/80/1/54.full,
Prorocentrum concavum,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,,Phytoplankton,2.20E-06,s^-1,27,Celsius,6.87E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Prorocentrum gracile,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,,Phytoplankton,7.41E-06,s^-1,18,Celsius,2.36E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Prorocentrum lima,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,,Phytoplankton,2.43E-06,s^-1,27,Celsius,2.36E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Prorocentrum mexicanum,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,,Phytoplankton,1.97E-06,s^-1,27,Celsius,7.14E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Prorocentrum micans,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,,Phytoplankton,6.37E-06,s^-1,25,Celsius,1.63E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Prorocentrum minimum,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,,Phytoplankton,9.03E-06,s^-1,26.5,Celsius,2.07E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Prymnesium polylepis,Prymnesium,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Phytoplankton,1.03E-05,s^-1,19,Celsius,1.80E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Pseudo-nitzschia pseudodelicatissima,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Phytoplankton,2.73E-05,s^-1,25,Celsius,2.98E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Pseudo-nitzschia seriata,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Phytoplankton,5.67E-06,s^-1,6,Celsius,1.11E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Pseudo-nitzschia turgiduloides,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Phytoplankton,5.79E-06,s^-1,3,Celsius,2.82E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Pseudoalteromonas antarctica,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,5.89E-05,s^-1,17.5,Celsius,8.91E-19,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/47/2/ijs-47-2-345.pdf?expires=1526924343&id=id&accname=guest&checksum=FF1A3F36005B016E92C7B9740F808F9A,
Pseudoalteromonas haloplanktis,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000166414,s^-1,13.75,Celsius,2.51E-18,m^3,"corkrey, engqvist, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","276, 555, 4976, 12331, 14321, 18701, 18707, 18718, 18723, 18924"
Pseudohaliea rubra,Pseudohaliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,3.37E-05,s^-1,30,Celsius,3.78E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur, patric","124, 555, 1901, 12331, 18707"
Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000122872,s^-1,32.476,Celsius,1.21E-18,m^3,"bacdive-microa, corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva","1, 36, 555, 4420, 7913, 7977, 8665, 8728, 9115, 9176, 9438, 9492, 9685, 9738, 9882, 9927, 10037, 10081, 10180, 10222, 10297, 10337, 10398, 10432, 10481, 10514, 10561, 10592, 10636, 10670, 10710, 4607, 10775, 10798, 5584, 11192, 11212, 11228, 11261, 11279, 11291, 11311, 11322, 11389, 11417, 11424, 11431, 11438, 11443, 11455, 11460, 11466, 11468, 11475, 11480, 11486, 11492, 11499, 11501, 11512, 11531, 11536, 11538, 11543, 11550, 11557, 11559, 7162, 8186, 11600, 11607, 11609, 11616, 11637, 11646, 11663, 11672, 11673, 11683, 11685, 11692, 11699, 11706, 11708, 11712, 11713, 11719, 11721, 12291, 12331, 13577, 14090, 14440, 14608, 14857, 15867, 15868, 16054, 16489, 16566, 16752, 16753, 16775, 16794, 16795, 16839, 16843, 16897, 16898, 16938, 16939, 17497, 18540, 18560, 18701, 18707, 18718, 18723, 18857"
Pseudomonas fluorescens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.00039527,s^-1,30.41,Celsius,1.91E-18,m^3,Size:https://academic.oup.com/femsec/article/86/1/36/529865; Mass:http://www.pnas.org/content/105/44/16994,
Pseudomonas putida,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.00045927,s^-1,31.21,Celsius,3.33E-19,m^3,Size:https://onlinelibrary.wiley.com/doi/full/10.1002/jctb.5299; Mass:http://www.pnas.org/content/105/44/16994,
Pseudomonas savastanoi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,8.60E-05,s^-1,25.5,Celsius,5.09E-19,m^3,"engqvist, genbank, gold, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 5180, 7594, 12331, 14305, 18551, 18701, 18707, 18718, 18723"
Pseudomonas thermotolerans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,5.02E-05,s^-1,47,Celsius,2.53E-19,m^3,"corkrey, engqvist, gold, microbe-directory, pasteur, patric","402, 555, 12331, 18701, 18707"
Pseudothermotoga lettingae,Pseudothermotoga,Thermotogaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria,6.15E-05,s^-1,65.0602,Celsius,4.32E-18,m^3,https://books.google.co.uk/books?id=3znhBwAAQBAJ&pg=PA370&lpg=PA370&dq=thermotogaceae+cell+size&source=bl&ots=iAqIJx8wC_&sig=PVgY-4Ga0mAJzpzmsQnfUfXkjEU&hl=en&sa=X&ved=0ahUKEwjEoreSxorbAhXILsAKHaPCA88Q6AEIMjAC#v=onepage&q=thermotogaceae%20cell%20size&f=false,Average size of family Thermotogaceae taken. pg.370
Pseudoxanthomonas broegbernensis,Pseudoxanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,9.71E-05,s^-1,30.059,Celsius,2.96E-19,m^3,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Xanthomonadaceae&f=false,"Could not find size info for genus or species, so info on family: Xanthomonas used; pg. 63 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria"
Pseudoxanthomonas taiwanensis,Pseudoxanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.0001302,s^-1,50.1388,Celsius,2.96E-19,m^3,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Xanthomonadaceae&f=false,pg. 63 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria
Psychrobacter cryohalolentis,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,6.40E-05,s^-1,28.5,Celsius,2.93E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits, rrndb","154, 555, 3481, 4809, 4576, 12331, 14389, 18701, 18707, 18718, 18723"
Psychrobacter muriicola,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,3.53E-05,s^-1,17.9623,Celsius,6.87E-19,m^3,http://cryosol.ru/images/stuff/liza/shcherb-2009.pdf,Cells are cocci or coccobacilli
Psychroflexus torquis,Psychroflexus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1.50E-05,s^-1,11.0874,Celsius,2.23E-18,m^3,https://books.google.co.uk/books?id=0kghF7qBE98C&pg=PA258&lpg=PA258&dq=Psychroflexus+torquis+cell+size&source=bl&ots=Rkp9HzNY4S&sig=oi1y7rL_0PSrFXxrPvXfR8KnvhU&hl=en&sa=X&ved=0ahUKEwjggeHa04rbAhVKAsAKHWyXAgw4ChDoAQgtMAE#v=onepage&q=Psychroflexus%20torquis%20cell%20size&f=false,pg. 258 of Bergey’s Manual of Systematic Bacteriology Volume 4: The Bacteroidetes
Psychromonas ingrahamii,Psychromonas,Psychromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,4.54E-05,s^-1,5,Celsius,1.42E-17,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","555, 3498, 4840, 12331, 13612, 14489, 18701, 18707, 18718, 18723, 18927"
Pyrococcus abyssi,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,0.00035006,s^-1,96.0131,Celsius,2.23E-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
Pyrococcus glycovorans,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,5.32E-05,s^-1,95.7951,Celsius,9.16E-19,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/49/4/ijs-49-4-1829.pdf?expires=1527181686&id=id&accname=guest&checksum=87D587FDE1E105484D7888033FBE0A80,
Pyrodinium bahamense,Pyrodinium,Goniodomataceae,Gonyaulacales,Dinophyceae,,Phytoplankton,3.13E-06,s^-1,28.5,Celsius,2.17E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Rhizobium tropici,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,6.02E-05,s^-1,27.5,Celsius,4.38E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 5528, 12331, 13634, 16301, 18701, 18707, 18718, 18723"
Rhizosolenia setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Bacillariophyta,Phytoplankton,1.56E-05,s^-1,27,Celsius,7.55E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Rhodobacter sphaeroides,Rhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,3.49E-05,s^-1,30,Celsius,2.12E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","555, 4460, 8005, 8640, 8754, 9092, 9196, 9417, 9509, 12331, 13637, 14323, 14523, 14551, 14883, 18701, 18707, 18718, 18723, 18934"
Rhodococcus jostii,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1.82E-05,s^-1,28.929,Celsius,2.62E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4793, 12331, 13642, 14421, 18701, 18707, 18718, 18723, 18935"
Rhodoferax antarcticus,Rhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,9.22E-06,s^-1,16.5,Celsius,9.69E-19,m^3,"corkrey, engqvist, genbank, gold, kegg, rrndb, bergeys","267, 555, 5671, 12331, 18224, 18723"
Rhodopirellula baltica,Rhodopirellula,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,Bacteria,1.36E-05,s^-1,28.143,Celsius,9.13E-18,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3579, 4672, 12331, 13648, 14184, 18701, 18707, 18718, 18723, 18937"
